year,survey,prefix,filename,url,is_revision,has_dictionary,dictionary_filename,release
2024,Directory,HD,HD2024.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2024.zip,False,True,HD2024_Dict.zip,
2024,InstitutionalCharacteristics,IC,IC2024.zip,https://nces.ed.gov/ipeds/datacenter/data/IC2024.zip,False,True,IC2024_Dict.zip,
2024,Completions,C,C2024_A.zip,https://nces.ed.gov/ipeds/datacenter/data/C2024_A.zip,False,True,C2024_A_Dict.zip,
2024,Completions,C,C2024_B.zip,https://nces.ed.gov/ipeds/datacenter/data/C2024_B.zip,False,True,C2024_B_Dict.zip,
2024,Completions,C,C2024_C.zip,https://nces.ed.gov/ipeds/datacenter/data/C2024_C.zip,False,True,C2024_C_Dict.zip,
2024,Completions,C,C2024DEP.zip,https://nces.ed.gov/ipeds/datacenter/data/C2024DEP.zip,False,True,C2024DEP_Dict.zip,
2024,FallEnrollment,EF,EFFY2024.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2024.zip,False,True,EFFY2024_Dict.zip,
2024,FallEnrollment,EF,EFFY2024_DIST.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2024_DIST.zip,False,True,EFFY2024_DIST_Dict.zip,
2024,FallEnrollment,EF,EFFY2024_HS.zip,https://nces.ed.gov/ipeds/datacenter/data/EFFY2024_HS.zip,False,True,EFFY2024_HS_Dict.zip,
2024,FallEnrollment,EFIA,EFIA2024.zip,https://nces.ed.gov/ipeds/datacenter/data/EFIA2024.zip,False,True,EFIA2024_Dict.zip,
2024,Finance,F,FLAGS2024.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2024.zip,False,True,FLAGS2024_Dict.zip,
2024,Finance,F,FLAGS2024.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2024.zip,False,True,FLAGS2024_Dict.zip,
2024,Finance,F,FLAGS2024.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2024.zip,False,True,FLAGS2024_Dict.zip,
